Age,Annual_Income,Loan_Amount,Credit_Score,Employment_Years,Debt_to_Income_Ratio,Loan_Term_Months,Num_Credit_Lines,Home_Ownership,Loan_Purpose,Marital_Status,Education,Has_CoSigner,Previous_Defaults,Default
27,47483.02,8766.32,672,19.1,0.211,36,6,Own,Debt Consolidation,Divorced,Bachelor,1,1,0
21,31610.92,21946.88,645,1.2,0.201,48,7,Mortgage,Debt Consolidation,Single,High School,0,0,0
49,24256.9,14966.3,651,4.3,0.465,12,4,Rent,Education,Single,Bachelor,0,0,0
44,43914.11,4252.65,694,0.0,0.029,36,1,Mortgage,Debt Consolidation,Single,Bachelor,0,0,0
29,45995.4,7023.16,647,6.2,0.059,60,1,Own,Auto,Married,High School,0,0,0
29,51602.36,12029.12,481,2.7,0.086,24,8,Mortgage,Auto,Married,High School,0,1,0
53,42239.11,29103.24,847,1.1,0.552,36,2,Own,Business,Divorced,High School,0,0,0
25,67279.62,18482.99,758,7.0,0.134,48,1,Mortgage,Education,Married,High School,0,1,0
59,40383.84,5900.25,534,8.3,0.785,36,3,Own,Business,Married,High School,0,0,1
29,18629.8,12109.9,618,0.6,0.067,36,4,Rent,Home Improvement,Single,Master,1,1,0
47,45493.25,54855.87,628,0.2,0.049,12,2,Rent,Business,Single,Bachelor,0,0,1
36,15006.84,14441.43,747,2.0,0.175,24,2,Own,Education,Divorced,Bachelor,1,0,1
47,58506.04,10624.01,455,4.9,0.251,60,4,Own,Education,Married,PhD,0,0,0
33,30041.95,18849.05,605,7.9,0.362,48,4,Rent,Auto,Married,Bachelor,0,0,1
38,53192.9,22796.79,491,3.9,0.169,36,5,Rent,Business,Single,Bachelor,1,0,1
40,94564.51,9707.77,624,4.3,0.557,36,4,Rent,Home Improvement,Single,Bachelor,0,0,0
27,30504.38,18992.56,607,8.0,0.453,36,2,Mortgage,Auto,Married,Bachelor,1,1,0
48,83335.35,10612.39,657,3.8,0.207,36,1,Own,Medical,Married,High School,0,0,0
33,39470.36,22104.34,595,4.7,0.42,48,5,Mortgage,Medical,Married,PhD,1,0,1
37,117782.78,15044.76,582,3.6,0.218,12,1,Rent,Medical,Married,Bachelor,0,0,0
28,40840.26,18720.56,705,10.6,0.168,60,3,Own,Home Improvement,Single,Master,0,0,0
21,32201.02,7852.38,690,1.3,0.406,36,7,Rent,Home Improvement,Married,High School,1,1,1
37,69121.37,7518.33,699,,0.197,60,3,Mortgage,Auto,Single,High School,0,1,0
68,39423.02,25896.11,634,0.7,0.367,36,6,Own,Medical,Married,Bachelor,0,0,0
49,32185.63,12637.48,598,8.6,0.25,48,0,Mortgage,Education,Single,Master,0,0,1
39,38602.8,16309.85,639,2.7,0.458,48,4,Mortgage,Debt Consolidation,Married,Bachelor,0,1,1
36,47939.58,10780.81,695,2.1,0.329,36,4,Own,Business,Single,Master,0,0,0
40,95902.76,25062.02,454,19.9,0.393,48,7,Mortgage,Education,Married,Bachelor,1,0,0
46,18637.97,8730.11,685,13.1,0.244,48,5,Mortgage,Medical,Married,Master,0,0,0
25,49589.79,12149.94,677,17.9,0.506,36,5,Rent,Medical,Married,Bachelor,1,0,0
53,67000.26,23160.3,655,0.8,0.16,36,4,Own,Medical,Single,Bachelor,0,0,0
48,53999.19,30365.96,636,11.1,0.405,36,1,Rent,Medical,Married,Master,1,0,0
48,94365.67,9259.16,419,2.0,0.072,36,7,Own,Education,Married,Master,0,0,0
45,47232.02,52668.81,610,0.1,0.355,36,4,Rent,Auto,Divorced,High School,0,1,0
40,44699.8,16635.08,811,2.5,0.359,12,3,Mortgage,Business,Married,High School,0,0,0
48,65917.86,6437.85,651,3.6,0.599,60,10,Rent,Medical,Married,Bachelor,0,1,0
47,51516.47,17297.83,622,0.6,0.395,48,8,Own,Auto,Single,High School,0,0,1
35,40327.77,10217.94,651,3.9,0.117,36,5,Own,Education,Single,High School,1,0,0
33,63454.1,18103.27,681,8.6,0.278,12,4,Own,Medical,Married,High School,0,0,1
41,35374.12,12964.9,709,2.4,0.177,48,1,Mortgage,Education,Single,Bachelor,0,0,0
58,36113.12,14072.69,629,2.2,0.151,12,2,Mortgage,Debt Consolidation,Divorced,High School,0,0,0
25,37646.79,7057.77,688,2.1,0.249,48,2,Own,Education,Single,High School,0,1,0
22,96426.33,26716.67,800,12.8,0.016,12,2,Mortgage,Auto,Married,High School,1,0,0
41,15000.0,5947.41,740,0.2,0.602,48,2,Own,Debt Consolidation,Married,Master,0,1,0
40,59742.53,6147.89,850,2.9,0.328,36,6,Own,Medical,Married,High School,0,0,0
42,49868.06,17277.36,590,1.5,0.12,48,8,Own,Business,Married,Bachelor,0,0,0
42,21153.59,41027.22,800,11.2,0.177,24,3,Rent,Auto,Single,High School,1,0,0
37,57231.71,10437.76,578,0.5,0.258,24,3,Mortgage,Debt Consolidation,Married,High School,0,0,0
57,62185.43,21822.15,681,2.7,0.148,24,2,Mortgage,Education,Married,Bachelor,0,0,1
21,65829.25,28320.41,715,2.6,0.166,36,3,Mortgage,Debt Consolidation,Married,High School,0,0,0
30,15000.0,23630.16,604,11.0,0.28,24,3,Own,Business,Married,Bachelor,0,1,0
38,97070.69,10744.55,657,1.2,0.517,12,3,Mortgage,Auto,Married,Bachelor,0,1,0
21,33898.69,6224.62,731,5.2,0.47,36,7,Own,Home Improvement,Single,High School,0,1,0
37,69098.19,2848.98,586,0.7,0.403,48,3,Mortgage,Debt Consolidation,Single,High School,1,0,0
59,71007.22,11114.56,800,15.4,0.116,36,2,Rent,Auto,Single,High School,1,0,0
40,31623.36,30474.98,525,4.5,0.179,60,1,Own,Home Improvement,Married,PhD,0,0,0
42,68202.06,6081.97,824,4.9,0.371,36,5,Mortgage,Auto,Single,Bachelor,1,0,0
24,40427.01,21810.5,740,2.8,0.159,36,1,Rent,Medical,Single,Master,0,0,0
32,17401.5,6869.82,641,2.1,0.325,48,6,Rent,Debt Consolidation,Single,High School,0,1,0
35,87892.61,14389.45,613,1.2,0.041,36,6,Rent,Home Improvement,Married,Master,1,1,0
36,33272.2,21926.56,604,4.6,0.344,48,5,Own,Business,Married,Bachelor,0,0,0
55,31976.4,8419.9,637,15.5,0.614,60,5,Rent,Business,Single,Bachelor,0,0,0
46,40073.36,15053.1,645,2.2,0.508,36,5,Mortgage,Medical,Divorced,Bachelor,0,0,0
26,56168.89,9990.96,762,10.7,0.501,36,6,Rent,Medical,Single,High School,1,0,0
42,47636.99,21886.04,827,0.8,0.397,48,5,Own,Education,Married,Bachelor,0,0,1
45,64475.04,15751.99,667,13.8,0.314,48,4,Own,Home Improvement,Single,Bachelor,0,0,0
53,25090.77,13898.77,573,2.2,0.6,36,2,Own,Debt Consolidation,Married,Bachelor,0,2,1
58,33819.97,39769.08,600,2.4,0.168,12,1,Mortgage,Debt Consolidation,Married,High School,0,0,0
27,46258.54,21239.42,633,3.1,0.392,60,2,Rent,Education,Single,PhD,0,0,1
30,126619.73,8239.98,557,6.3,0.445,36,6,Own,Business,Divorced,Master,1,0,0
24,46309.1,12580.4,543,6.4,0.166,36,4,Own,Medical,Divorced,Bachelor,0,0,0
37,84339.97,12668.46,838,,0.26,60,7,Own,Education,Single,PhD,1,0,0
45,49974.97,14132.38,677,3.7,0.26,60,7,Mortgage,Business,Married,Bachelor,1,0,0
51,38490.65,78210.29,575,0.2,0.478,36,1,Own,Home Improvement,Married,Master,0,1,0
39,43331.62,17319.64,723,1.8,0.252,36,6,Mortgage,Business,Single,Master,0,1,0
36,45061.8,3212.7,543,2.1,0.199,48,7,Rent,Business,Divorced,High School,0,0,0
41,66291.89,9136.57,551,4.1,0.477,36,3,Mortgage,Medical,Single,Bachelor,1,0,0
29,97470.56,3454.18,577,4.1,0.615,24,2,Rent,Medical,Divorced,High School,0,0,0
65,58679.19,10605.64,798,6.2,0.567,60,5,Mortgage,Debt Consolidation,Married,Master,0,0,0
21,88746.46,3323.86,627,6.3,0.076,36,5,Own,Debt Consolidation,Married,Master,0,0,0
42,30260.7,7258.2,430,1.3,0.437,48,5,Mortgage,Education,Married,Bachelor,0,0,0
64,39842.31,4607.75,758,7.4,0.078,48,5,Rent,Debt Consolidation,Married,Bachelor,1,1,0
40,34127.16,17481.74,622,,0.494,48,8,Mortgage,Business,Married,Bachelor,0,0,1
37,57366.87,13364.77,483,,0.555,60,4,Mortgage,Business,Divorced,PhD,0,0,1
35,40966.95,16515.81,621,0.5,0.282,36,4,Rent,Auto,Married,High School,0,0,0
37,70607.13,12416.9,696,6.5,0.108,48,4,Rent,Home Improvement,Married,High School,0,0,0
56,30776.27,5034.11,686,3.7,0.441,48,6,Mortgage,Auto,Divorced,Bachelor,0,1,0
21,50086.94,19138.65,811,2.9,0.072,60,7,Mortgage,Home Improvement,Married,Master,0,0,0
58,69108.22,51305.7,573,5.9,0.089,48,4,Own,Education,Single,PhD,0,2,0
22,17454.43,17791.01,654,0.2,0.513,60,7,Own,Medical,Married,Bachelor,0,0,0
36,141607.67,9915.48,587,1.3,0.105,12,3,Mortgage,Education,Divorced,High School,0,1,0
34,42549.53,4916.5,511,4.8,0.65,24,3,Mortgage,Business,Married,Master,0,1,0
47,17809.37,7075.22,729,9.4,0.507,24,5,Own,Auto,Married,Bachelor,1,1,0
21,53053.01,18345.28,691,2.4,0.2,24,11,Rent,Education,Single,High School,0,0,0
45,49847.41,28316.01,675,1.5,0.074,12,5,Mortgage,Business,Divorced,Bachelor,0,0,1
64,47054.08,16036.24,688,3.7,0.116,24,7,Mortgage,Auto,Married,Bachelor,0,1,0
23,80466.45,23386.66,588,4.9,0.483,60,0,Own,Debt Consolidation,Single,High School,0,0,0
42,71233.78,21924.82,559,2.7,0.746,24,5,Mortgage,Home Improvement,Divorced,High School,0,0,1
32,56893.6,19045.27,653,10.5,0.186,36,7,Mortgage,Debt Consolidation,Married,High School,1,0,1
45,61394.64,8425.92,754,3.7,0.56,48,3,Rent,Education,Single,Master,0,0,0
40,46528.52,15089.38,794,0.2,0.351,24,3,Rent,Business,Single,Bachelor,1,2,1
32,119103.18,7377.1,721,1.3,0.302,36,5,Own,Medical,Divorced,Master,0,0,0
45,23397.91,13523.72,652,3.0,0.357,24,4,Own,Medical,Married,PhD,0,1,1
61,52566.05,16841.55,674,6.0,0.345,12,6,Mortgage,Debt Consolidation,Married,Master,0,1,0
37,50640.77,43267.14,651,1.2,0.12,60,4,Mortgage,Auto,Married,High School,1,0,0
48,73617.66,5341.1,557,18.7,0.377,60,2,Mortgage,Debt Consolidation,Married,Bachelor,0,0,1
24,32146.96,18714.53,652,1.9,0.425,60,4,Mortgage,Medical,Single,Bachelor,1,2,0
28,20499.66,37679.28,529,3.8,0.138,60,3,Own,Debt Consolidation,Married,Master,0,0,0
45,53019.31,22724.38,638,0.1,0.545,24,3,Mortgage,Home Improvement,Married,PhD,0,0,0
57,56422.05,23934.16,797,10.8,0.273,48,3,Mortgage,Debt Consolidation,Married,High School,0,0,0
44,103238.77,20158.6,724,7.8,0.053,48,3,Rent,Auto,Married,Master,1,0,0
36,25973.16,33151.2,566,,0.117,60,6,Rent,Business,Divorced,High School,0,0,0
39,87321.05,6240.19,643,13.5,0.107,24,6,Rent,Debt Consolidation,Divorced,Master,0,0,0
24,160124.54,5063.69,574,1.9,0.192,36,8,Mortgage,Home Improvement,Married,Bachelor,0,0,0
47,40583.53,13300.62,644,5.9,0.465,24,5,Mortgage,Education,Single,High School,0,0,0
50,25707.26,2943.01,743,8.5,0.405,24,11,Rent,Auto,Single,Bachelor,0,2,1
34,39995.12,31617.06,708,6.8,0.065,48,6,Mortgage,Home Improvement,Married,Master,0,0,0
34,49365.27,31398.04,850,12.5,0.1,24,1,Mortgage,Auto,Single,Bachelor,0,0,0
43,64983.84,9864.07,757,10.0,0.727,36,6,Mortgage,Education,Single,High School,0,0,0
34,36472.09,10305.78,668,26.1,0.037,48,2,Rent,Medical,Married,PhD,0,1,0
39,106681.1,12699.99,710,1.0,0.317,24,2,Mortgage,Medical,Divorced,Bachelor,0,0,0
65,28077.78,13855.18,631,1.8,0.036,24,5,Rent,Business,Single,Bachelor,0,0,0
37,20545.5,14603.58,548,5.1,0.108,60,3,Mortgage,Business,Single,PhD,1,0,0
35,85251.01,19747.11,767,6.6,0.586,48,2,Own,Auto,Divorced,Bachelor,1,0,0
32,15720.01,11839.08,740,3.8,0.29,48,5,Rent,Home Improvement,Single,Bachelor,0,0,0
48,44264.36,25854.38,628,0.4,0.044,60,9,Mortgage,Home Improvement,Married,Master,0,1,0
37,233010.91,18254.44,674,9.2,0.143,12,4,Mortgage,Debt Consolidation,Married,Master,0,0,0
32,48726.5,8735.28,761,16.2,0.093,12,1,Mortgage,Medical,Single,Master,0,0,0
55,27990.38,34015.75,726,2.6,0.489,24,4,Own,Debt Consolidation,Married,High School,0,0,0
57,47633.96,5162.73,518,1.3,0.189,36,2,Own,Business,Divorced,Master,1,0,0
32,47791.33,12525.03,671,0.1,0.275,36,6,Mortgage,Medical,Married,Bachelor,0,2,0
21,53120.86,26287.33,634,1.4,0.283,24,8,Rent,Home Improvement,Single,Bachelor,1,0,0
52,68263.57,8053.39,750,6.0,0.525,12,4,Own,Education,Married,Master,1,0,0
31,29156.83,16592.22,742,12.1,0.44,48,2,Rent,Medical,Single,Bachelor,1,0,0
49,113979.52,19542.32,768,0.5,0.57,36,7,Rent,Education,Single,Bachelor,0,0,1
21,55412.32,7314.64,549,4.0,0.122,60,4,Rent,Business,Married,Bachelor,0,0,0
50,70502.05,12698.84,579,5.9,0.075,24,4,Rent,Medical,Single,Master,1,0,0
25,35807.95,11973.45,750,1.6,0.237,48,4,Mortgage,Business,Single,Bachelor,1,0,0
48,,9079.58,596,4.2,0.635,48,4,Own,Home Improvement,Single,High School,0,1,0
40,43108.43,66914.6,513,6.3,0.473,60,1,Mortgage,Auto,Single,Master,0,1,1
28,56318.38,7830.84,697,9.1,0.386,36,2,Mortgage,Medical,Married,Master,0,0,0
35,30743.9,26996.19,600,3.0,0.302,24,2,Own,Auto,Single,High School,1,0,0
48,29778.27,10148.07,811,6.9,0.138,24,1,Rent,Business,Married,High School,0,0,0
41,69154.79,6243.87,676,1.8,0.357,48,3,Mortgage,Medical,Married,Bachelor,0,0,0
47,39269.23,14356.67,664,1.2,0.025,36,10,Rent,Home Improvement,Single,Master,0,1,0
63,31987.12,21043.89,616,1.0,0.487,36,4,Mortgage,Medical,Married,High School,0,0,1
21,35539.79,25447.09,793,2.2,0.388,12,4,Mortgage,Home Improvement,Divorced,PhD,0,1,1
59,69527.42,39878.22,682,0.2,0.22,36,3,Rent,Business,Divorced,Master,0,1,0
41,35792.05,100000.0,613,1.7,0.358,36,4,Own,Education,Single,Master,0,0,0
29,46220.21,15920.45,578,5.3,0.172,60,1,Rent,Education,Married,High School,0,0,0
24,49390.52,8398.73,643,5.2,0.179,48,2,Mortgage,Auto,Single,PhD,0,0,0
37,18794.61,18343.16,562,0.4,0.431,36,7,Rent,Debt Consolidation,Single,Bachelor,1,0,1
51,23492.51,11088.36,742,1.7,0.431,48,6,Mortgage,Debt Consolidation,Single,Bachelor,0,0,1
38,57996.56,25544.47,487,4.2,0.098,12,8,Rent,Education,Married,High School,0,0,0
58,33910.68,5388.3,637,1.9,0.201,48,5,Own,Medical,Single,Bachelor,1,0,0
22,83146.75,70110.94,704,2.7,0.262,12,5,Rent,Education,Single,Bachelor,0,0,0
39,79491.35,24324.36,680,6.2,0.392,48,1,Rent,Auto,Married,Bachelor,1,0,0
24,70233.76,4110.08,585,0.0,0.186,36,5,Rent,Home Improvement,Married,High School,1,0,0
44,121769.59,8132.96,709,1.6,0.395,36,5,Mortgage,Debt Consolidation,Married,Bachelor,0,0,0
50,47025.97,23653.27,570,0.8,0.608,36,5,Rent,Auto,Married,High School,0,0,0
34,67808.37,30437.81,647,0.7,0.103,12,5,Rent,Auto,Married,High School,1,0,0
21,36599.85,5483.14,708,16.0,0.404,36,8,Mortgage,Business,Single,High School,0,0,0
42,167072.81,22007.05,691,2.4,0.103,60,8,Own,Debt Consolidation,Single,Master,0,1,0
45,132166.38,3418.18,589,3.7,0.398,36,3,Own,Business,Married,Bachelor,0,0,0
44,49312.86,12549.86,757,6.6,0.153,36,3,Mortgage,Auto,Single,Master,1,0,0
54,59473.92,29098.23,657,0.2,0.409,48,1,Rent,Debt Consolidation,Single,Bachelor,0,1,0
27,96727.09,9080.99,716,1.4,0.173,36,4,Rent,Home Improvement,Married,Bachelor,0,0,0
48,45543.82,4652.47,787,8.9,0.158,36,7,Mortgage,Medical,Single,Master,0,1,0
54,35301.76,14799.52,750,9.9,0.289,24,5,Own,Auto,Single,Bachelor,0,0,1
21,75886.56,8749.02,750,2.3,0.146,48,4,Own,Education,Married,Bachelor,0,0,0
43,,20758.08,667,2.3,0.076,48,9,Own,Home Improvement,Married,Bachelor,0,0,0
33,53717.67,7188.74,721,7.1,0.096,60,8,Own,Medical,Single,High School,0,1,0
39,32301.35,7778.78,669,1.7,0.09,12,3,Own,Debt Consolidation,Single,High School,0,1,0
44,20767.9,3246.39,541,0.6,0.493,12,4,Rent,Home Improvement,Married,Bachelor,1,0,0
34,55164.3,15047.41,677,1.5,0.297,60,4,Mortgage,Home Improvement,Single,Bachelor,0,0,1
31,77070.9,11936.62,673,2.4,0.519,48,2,Rent,Medical,Single,Bachelor,1,0,0
40,43787.19,5814.62,702,0.3,0.151,60,5,Rent,Home Improvement,Single,High School,0,1,0
26,100530.33,15300.78,638,3.3,0.175,36,3,Own,Debt Consolidation,Married,Bachelor,1,1,0
26,34476.8,27417.84,581,6.7,0.58,36,3,Rent,Debt Consolidation,Single,Master,0,0,0
48,28930.39,11488.51,709,3.6,0.105,36,6,Own,Auto,Single,Master,1,1,0
26,47400.35,16118.4,531,0.4,0.257,24,1,Rent,Medical,Single,Bachelor,1,0,0
47,47037.65,16176.55,781,2.9,0.434,36,5,Mortgage,Business,Married,Master,0,1,0
45,72040.55,5750.08,629,6.2,0.491,12,5,Own,Debt Consolidation,Married,Bachelor,1,0,0
21,33273.57,56365.36,672,0.3,0.116,36,6,Mortgage,Business,Single,Bachelor,1,2,0
31,97153.46,9608.52,700,0.3,0.357,48,4,Rent,Home Improvement,Married,Master,1,1,1
54,131066.29,21147.59,703,2.3,0.139,36,1,Rent,Medical,Single,Bachelor,0,0,0
28,48070.69,22889.89,523,1.1,0.719,12,3,Mortgage,Education,Married,Master,0,0,1
34,91569.65,12116.02,724,13.7,0.153,60,5,Mortgage,Medical,Married,Bachelor,0,1,0
45,28904.47,20429.94,677,4.4,0.259,24,5,Rent,Debt Consolidation,Married,Master,0,0,0
49,83919.29,15868.22,592,1.7,0.149,36,2,Rent,Debt Consolidation,Married,High School,0,0,1
36,82754.88,4952.52,582,6.1,0.479,48,3,Rent,Medical,Single,Master,0,0,0
32,75487.22,10587.29,619,2.3,0.48,24,5,Rent,Education,Single,High School,1,0,0
57,48640.82,8701.18,533,0.7,0.417,48,4,Mortgage,Business,Married,Master,0,0,0
60,15000.0,9669.95,805,1.4,0.123,36,3,Rent,Medical,Single,Bachelor,0,1,0
51,35565.68,5362.57,783,5.1,0.424,36,1,Mortgage,Education,Single,High School,1,0,0
41,35847.96,29392.76,690,0.3,0.087,60,4,Rent,Auto,Married,Bachelor,0,0,0
30,30057.65,41002.77,629,1.6,0.061,48,8,Mortgage,Education,Married,High School,0,0,0
30,52110.49,26492.11,632,1.2,0.274,48,3,Mortgage,Medical,Single,Bachelor,0,0,0
46,39756.09,32512.19,718,1.1,0.362,36,1,Mortgage,Education,Divorced,High School,0,0,0
45,32457.73,10496.06,808,5.7,0.58,24,6,Rent,Business,Divorced,High School,0,0,0
56,28871.2,8557.99,598,8.7,0.042,36,2,Own,Home Improvement,Single,PhD,0,0,0
47,34277.47,7746.44,549,6.3,0.092,12,6,Rent,Business,Married,Master,1,1,0
21,85883.72,20969.94,789,5.2,0.178,24,5,Mortgage,Medical,Married,High School,0,0,0
52,35224.16,15661.24,489,12.4,0.198,24,2,Mortgage,Medical,Married,High School,0,0,1
28,37893.34,12656.74,559,0.3,0.565,12,2,Rent,Home Improvement,Single,Bachelor,1,0,0
35,39013.04,33077.35,627,0.9,0.288,24,5,Rent,Education,Single,Bachelor,0,0,0
43,58075.36,17737.9,509,2.7,0.324,24,1,Rent,Education,Married,High School,0,0,0
63,61581.99,7427.46,750,2.3,0.489,48,3,Mortgage,Education,Single,Bachelor,1,0,0
70,15000.0,8294.63,727,2.7,0.441,24,7,Mortgage,Auto,Married,High School,1,1,0
47,81700.68,21534.15,598,1.2,0.314,36,2,Rent,Debt Consolidation,Single,Bachelor,0,1,0
37,100527.24,27700.7,765,0.8,0.371,36,6,Rent,Business,Married,High School,0,0,0
46,28995.81,19656.75,780,3.6,0.379,48,1,Own,Business,Married,Bachelor,0,1,0
50,30147.31,50403.81,639,13.2,0.01,48,1,Mortgage,Medical,Divorced,High School,1,0,1
36,39138.95,41961.38,609,2.5,0.327,60,4,Mortgage,Business,Married,High School,1,1,0
61,33590.48,18191.78,850,0.2,0.372,48,5,Rent,Education,Married,Bachelor,0,0,0
42,54828.39,7427.86,714,6.1,0.472,12,4,Mortgage,Education,Single,Master,0,0,0
45,18522.42,5340.15,673,1.7,0.434,36,3,Rent,Home Improvement,Single,High School,1,0,0
47,28030.16,10186.64,772,1.4,0.165,48,4,Own,Auto,Single,Master,1,0,0
45,105830.98,22634.93,677,2.0,0.17,36,1,Mortgage,Education,Married,High School,1,2,1
50,30819.1,47985.44,604,6.4,0.068,36,6,Own,Medical,Married,High School,0,1,0
32,91282.48,17893.86,657,8.5,0.096,48,7,Mortgage,Debt Consolidation,Single,Bachelor,1,0,0
33,58551.92,30275.86,743,4.4,0.373,24,6,Own,Home Improvement,Divorced,PhD,0,1,1
26,19838.23,11251.82,470,1.9,0.219,60,5,Own,Debt Consolidation,Single,PhD,0,0,0
45,67350.43,20659.66,624,1.9,0.443,36,4,Rent,Business,Married,Bachelor,0,0,0
49,46219.93,23774.05,774,0.7,0.102,48,3,Mortgage,Business,Married,Master,1,0,0
45,39037.05,3341.86,603,13.5,0.061,60,4,Mortgage,Auto,Single,Bachelor,1,0,0
60,55407.96,10002.52,789,5.1,0.523,48,4,Own,Debt Consolidation,Single,Master,0,0,0
39,62150.66,25972.41,777,0.1,0.207,36,3,Rent,Home Improvement,Single,Bachelor,0,2,1
48,69828.39,16189.66,644,5.4,0.213,60,2,Rent,Debt Consolidation,Divorced,Bachelor,0,1,0
26,88355.74,5781.62,598,3.0,0.022,36,2,Own,Debt Consolidation,Married,Bachelor,0,0,0
35,60118.2,2437.95,624,18.0,0.316,36,1,Own,Education,Single,Master,0,0,0
48,24641.39,10341.84,850,,0.223,60,3,Mortgage,Debt Consolidation,Married,Bachelor,0,1,0
50,38683.84,12706.77,818,0.9,0.1,12,3,Mortgage,Debt Consolidation,Single,Master,1,0,0
36,213528.2,7195.81,661,6.4,0.328,36,1,Own,Business,Single,Master,0,2,1
39,70420.91,14767.14,595,3.3,0.448,36,3,Own,Education,Divorced,Bachelor,1,0,0
21,160274.56,19043.3,660,1.0,0.172,48,2,Mortgage,Auto,Single,Bachelor,0,0,0
35,98490.66,21364.39,671,6.0,0.399,12,5,Own,Home Improvement,Married,Bachelor,0,1,1
50,55320.62,2567.93,538,4.0,0.393,48,7,Mortgage,Medical,Divorced,Master,0,0,0
46,56994.13,5324.11,657,0.2,0.036,36,4,Own,Education,Married,High School,0,0,0
46,48132.36,10794.2,769,5.2,0.088,12,6,Rent,Business,Divorced,Bachelor,0,0,0
40,20559.9,19940.76,488,5.0,0.133,60,3,Mortgage,Business,Single,Bachelor,0,2,0
40,49465.15,18816.02,724,,0.148,24,2,Own,Education,Divorced,High School,0,0,0
32,89799.73,18588.7,773,2.1,0.25,36,4,Own,Home Improvement,Single,Master,0,1,0
48,36322.04,10214.95,599,4.4,0.452,24,6,Mortgage,Education,Married,Bachelor,0,1,0
45,60233.05,10621.72,802,0.7,0.256,48,4,Rent,Home Improvement,Divorced,Bachelor,0,0,0
45,75041.42,8023.82,587,9.6,0.325,48,3,Mortgage,Auto,Married,Bachelor,1,0,0
33,31106.12,22873.54,689,0.1,0.392,60,4,Own,Medical,Married,Bachelor,0,0,0
21,39118.41,7013.96,622,0.5,0.278,36,5,Mortgage,Business,Single,High School,0,0,0
53,29467.53,24222.22,622,0.6,0.16,36,2,Mortgage,Education,Divorced,Bachelor,0,0,0
34,32497.46,15452.05,594,3.8,0.122,48,2,Mortgage,Auto,Single,Bachelor,1,1,0
29,25750.19,12945.05,712,4.8,0.189,48,8,Mortgage,Business,Divorced,Master,0,0,0
48,31250.03,8436.33,726,2.6,0.461,48,2,Mortgage,Education,Divorced,Master,0,1,0
35,99680.75,5172.55,644,1.7,0.17,48,3,Rent,Auto,Single,High School,0,0,0
52,31016.09,8489.99,527,8.3,0.051,12,4,Rent,Education,Married,Master,1,0,0
47,52220.46,10604.09,686,0.4,0.336,24,2,Rent,Auto,Single,Bachelor,0,0,0
48,38122.72,2544.48,687,1.6,0.052,48,5,Mortgage,Medical,Married,Bachelor,0,0,0
23,88382.83,11635.91,630,0.2,0.195,36,3,Mortgage,Debt Consolidation,Married,Bachelor,0,0,0
54,94426.89,25515.72,818,0.1,0.149,36,4,Mortgage,Business,Single,Bachelor,1,0,0
43,75511.1,19871.71,509,2.2,0.267,36,3,Own,Auto,Divorced,High School,0,0,0
35,57129.01,9439.48,0,1.1,0.117,36,3,Rent,Auto,Married,Bachelor,1,0,0
41,43672.34,13805.96,584,1.6,0.237,36,1,Mortgage,Home Improvement,Single,Bachelor,0,1,0
21,27012.71,9051.49,713,,0.274,36,5,Rent,Debt Consolidation,Married,High School,0,1,0
44,129542.52,14825.92,554,0.9,0.033,48,3,Mortgage,Home Improvement,Single,Bachelor,0,0,0
27,33528.92,39264.48,561,7.6,0.083,24,3,Mortgage,Debt Consolidation,Married,Bachelor,1,2,0
23,68310.8,26316.44,735,5.6,0.414,48,5,Own,Medical,Married,Bachelor,1,0,0
21,83264.93,19236.33,691,2.0,0.282,48,5,Own,Medical,Single,Master,0,0,0
53,37136.65,9461.45,683,4.0,0.36,36,3,Rent,Home Improvement,Single,Bachelor,0,0,0
32,82372.45,22583.09,720,2.9,0.223,36,2,Mortgage,Home Improvement,Married,Bachelor,0,1,0
58,71833.53,4101.82,611,0.7,0.695,12,3,Mortgage,Debt Consolidation,Married,High School,0,0,0
33,116306.23,11196.46,615,11.9,0.142,24,1,Mortgage,Debt Consolidation,Single,Bachelor,0,0,0
21,38767.08,20102.47,722,4.2,0.725,12,5,Own,Home Improvement,Married,Master,0,0,1
26,25772.62,22433.15,528,10.6,0.091,12,4,Rent,Home Improvement,Married,Bachelor,1,1,1
54,38072.79,21352.39,457,8.7,0.394,48,4,Rent,Auto,Single,High School,0,0,0
38,54416.72,16422.07,611,0.4,0.39,60,7,Rent,Business,Married,Master,0,0,0
33,50468.59,11649.2,733,1.2,0.318,12,1,Rent,Home Improvement,Single,Bachelor,1,0,0
41,40266.74,19469.09,673,0.8,0.333,24,3,Mortgage,Debt Consolidation,Married,Master,0,0,0
46,18871.37,6856.81,727,8.9,0.082,60,6,Rent,Auto,Single,Bachelor,0,0,0
53,62021.82,7396.23,468,9.9,0.335,48,2,Mortgage,Education,Married,Master,0,0,0
57,131422.45,13949.71,678,3.8,0.122,36,4,Own,Medical,Married,Bachelor,1,0,0
35,61828.87,15081.71,708,0.6,0.178,60,4,Rent,Medical,Married,High School,0,1,0
24,66474.11,3722.2,528,0.7,0.245,36,1,Own,Medical,Married,Bachelor,0,0,0
35,65265.75,18372.36,727,8.4,0.347,48,4,Mortgage,Auto,Married,High School,0,0,0
43,59785.79,22946.25,639,13.2,0.13,48,4,Own,Home Improvement,Single,Master,1,0,0
